t_s,attack_time_s,sim_lat,sim_lon,pos_lat,pos_lon,pos_alt,e_vehicle_h_m,gps_present,gps_age_s,gps_status,gps_nsats,gps_hdop,gps_lat,gps_lon,gps_hacc,gps_vacc,gps_sacc,xkf_fs
10.099292,nan,35.930514,-84.3106746,35.9305141,-84.3106746,17.979999542236328,0.011132000130089637,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
10.199252,nan,35.930514,-84.3106746,35.9305141,-84.3106746,18.25,0.011132000130089637,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
10.299212,nan,35.930514,-84.3106746,35.9305141,-84.3106746,18.520000457763672,0.011132000130089637,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
10.400005,nan,35.930514,-84.3106746,35.930514,-84.3106746,18.779998779296875,0.0,1,0.060809,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
10.499965,nan,35.930514,-84.3106746,35.930514,-84.3106745,19.03999900817871,0.0090139053800624,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
10.599925,nan,35.930514,-84.3106746,35.930514,-84.3106745,19.28999900817871,0.0090139053800624,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
10.699885,nan,35.930514,-84.3106746,35.930514,-84.3106745,19.53999900817871,0.0090139053800624,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
10.799845,nan,35.930514,-84.3106746,35.930514,-84.3106745,19.779998779296875,0.0090139053800624,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
10.899805,nan,35.930514,-84.3106746,35.930514,-84.3106745,20.010000228881836,0.0090139053800624,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
10.999765,nan,35.930514,-84.3106746,35.930514,-84.3106745,20.25,0.0090139053800624,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
11.099725,nan,35.930514,-84.3106746,35.930514,-84.3106745,20.469999313354492,0.0090139053800624,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
11.199685,nan,35.930514,-84.3106746,35.930514,-84.3106745,20.689998626708984,0.0090139053800624,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
11.299645,nan,35.930514,-84.3106746,35.930514,-84.3106745,20.90999984741211,0.0090139053800624,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
11.399605,nan,35.930514,-84.3106746,35.930514,-84.3106745,21.119998931884766,0.0090139053800624,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
11.499565,nan,35.930514,-84.3106746,35.930514,-84.3106745,21.31999969482422,0.0090139053800624,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
11.599525,nan,35.930514,-84.3106746,35.930514,-84.3106745,21.520000457763672,0.0090139053800624,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
11.699485,nan,35.930514,-84.3106746,35.930514,-84.3106745,21.719999313354492,0.0090139053800624,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
11.799445,nan,35.930514,-84.3106746,35.930514,-84.3106745,21.90999984741211,0.0090139053800624,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
11.899405,nan,35.930514,-84.3106746,35.930514,-84.3106745,22.09000015258789,0.0090139053800624,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
11.999365,nan,35.930514,-84.3106746,35.930514,-84.3106745,22.26999855041504,0.0090139053800624,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
12.099325,nan,35.930514,-84.3106746,35.930514,-84.3106745,22.44999885559082,0.0090139053800624,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
12.199285,nan,35.930514,-84.3106746,35.930514,-84.3106745,22.619998931884766,0.0090139053800624,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
12.299245,nan,35.930514,-84.3106746,35.930514,-84.3106745,22.779998779296875,0.0090139053800624,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
12.399205,nan,35.930514,-84.3106746,35.930514,-84.3106745,22.939998626708984,0.0090139053800624,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
12.499998,nan,35.930514,-84.3106746,35.930514,-84.3106745,23.09000015258789,0.0090139053800624,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
12.599958,nan,35.930514,-84.3106746,35.930514,-84.3106745,23.239999771118164,0.0090139053800624,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
12.699918,nan,35.930514,-84.3106746,35.930514,-84.3106745,23.3799991607666,0.0090139053800624,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
12.799878,nan,35.930514,-84.3106746,35.930514,-84.3106745,23.51999855041504,0.0090139053800624,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
12.899838,nan,35.930514,-84.3106746,35.930514,-84.3106745,23.649999618530273,0.0090139053800624,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
12.999798,nan,35.930514,-84.3106746,35.930514,-84.3106745,23.76999855041504,0.0090139053800624,1,0.059976,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
13.099758,nan,35.930514,-84.3106746,35.930514,-84.3106745,23.889999389648438,0.0090139053800624,1,0.039984,6,10,1.21,35.930514,-84.3106746,0.3,0.3,0.0,0
